archivo,clase_actual,categoria,ruta,motivo,sospecha,confianza
ls_0063.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0064.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0065.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0066.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0067.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0068.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0069.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0070.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0071.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0072.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0073.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0074.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0075.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0076.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0082.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0083.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0084.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0087.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0088.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0090.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0091.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0092.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0093.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0094.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0095.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0096.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0097.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0098.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0099.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0101.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0102.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0103.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0104.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0105.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0116.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0117.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0118.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0119.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0120.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0121.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0122.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0123.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0124.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0125.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0127.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0129.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0130.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0131.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0133.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0134.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0139.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0144.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0145.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0147.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0148.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0156.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0158.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0159.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0162.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0163.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0170.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0174.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0181.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0185.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0188.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0190.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0194.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0196.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0199.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0215.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0219.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0220.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0223.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0226.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0227.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0231.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0236.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0237.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0238.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0239.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0240.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0241.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0242.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0248.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0251.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0252.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0253.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0258.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0266.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0267.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0270.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0278.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0284.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0296.jpeg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0300.jpeg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0303.jpeg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0304.jpeg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0306.jpeg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0311.jpeg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0312.jpeg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0313.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0326.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0334.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0336.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0337.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0340.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0343.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0344.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0345.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0348.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0350.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0355.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0362.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0364.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0374.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0376.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0377.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0378.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0381.jpg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0383.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0385.jpg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0386.jpg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0389.jpeg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0397.jpeg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0403.jpeg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0404.jpeg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0406.jpeg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0413.jpeg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0423.jpeg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0429.jpeg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0433.jpeg,saludable,-,liquenes_saludables,"marron-centro alto (>=45%) sin verde, con textura de deterioro",probablemente contaminado,0.9
ls_0435.jpeg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0439.jpeg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0441.jpeg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0452.jpeg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0466.jpeg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0469.jpeg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0470.jpeg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0473.jpeg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0474.jpeg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0478.jpeg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0485.jpeg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0490.jpeg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0492.jpeg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
ls_0494.jpeg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0496.jpeg,saludable,-,liquenes_saludables,verde muy bajo en centro,dudosa,0.6
ls_0498.jpeg,saludable,-,liquenes_saludables,marron-centro alto (>=45%) sin verde,dudosa,0.6
ls_0500.jpeg,saludable,-,liquenes_saludables,gris dominante; revisar si es liquen gris sano o corteza,dudosa,0.6
lcp_0073.jpg,contaminado,lcp,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_0370.jpg,contaminado,lcp,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_0372.jpg,contaminado,lcp,liquenes_contaminados,verde centro >=15% (parece liquen sano),sospechosamente saludable,0.8
lcp_0477.jpeg,contaminado,lcp,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0006.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0012.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0013.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0014.jpg,contaminado,lcp_aug,liquenes_contaminados,verde centro >=15% (parece liquen sano),sospechosamente saludable,0.8
lcp_aug_0031.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0033.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0034.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0041.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0047.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0064.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0065.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0068.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0072.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0073.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0078.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0080.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0081.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0082.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0083.jpg,contaminado,lcp_aug,liquenes_contaminados,verde centro >=15% (parece liquen sano),sospechosamente saludable,0.8
lcp_aug_0084.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0085.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0086.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0087.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0089.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0090.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0092.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0095.jpg,contaminado,lcp_aug,liquenes_contaminados,verde centro >=15% (parece liquen sano),sospechosamente saludable,0.8
lcp_aug_0096.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0097.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0103.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0104.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0105.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0106.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0108.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0109.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0116.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0118.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0120.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0131.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0132.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0136.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0137.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0143.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lcp_aug_0154.jpg,contaminado,lcp_aug,liquenes_contaminados,verde centro >=15% (parece liquen sano),sospechosamente saludable,0.8
lcp_aug_0158.jpg,contaminado,lcp_aug,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0001.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0016.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0017.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0018.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0030.jpg,contaminado,lc,liquenes_contaminados,verde centro >=15% (parece liquen sano),sospechosamente saludable,0.8
lc_0032.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0036.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0040.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0052.jpg,contaminado,lc,liquenes_contaminados,verde centro >=15% (parece liquen sano),sospechosamente saludable,0.8
lc_0055.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0056.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0060.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0065.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0074.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0078.jpg,contaminado,lc,liquenes_contaminados,verde centro >=15% (parece liquen sano),sospechosamente saludable,0.8
lc_0080.jpg,contaminado,lc,liquenes_contaminados,verde centro >=15% (parece liquen sano),sospechosamente saludable,0.8
lc_0082.jpg,contaminado,lc,liquenes_contaminados,verde centro >=15% (parece liquen sano),sospechosamente saludable,0.8
lc_0083.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0088.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0092.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0097.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0105.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0108.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0109.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0112.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0113.jpg,contaminado,lc,liquenes_contaminados,verde centro >=15% (parece liquen sano),sospechosamente saludable,0.8
lc_0116.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0117.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0121.jpg,contaminado,lc,liquenes_contaminados,verde centro >=15% (parece liquen sano),sospechosamente saludable,0.8
lc_0123.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0125.jpg,contaminado,lc,liquenes_contaminados,verde centro >=15% (parece liquen sano),sospechosamente saludable,0.8
lc_0128.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0131.jpg,contaminado,lc,liquenes_contaminados,verde centro >=15% (parece liquen sano),sospechosamente saludable,0.8
lc_0132.jpg,contaminado,lc,liquenes_contaminados,verde centro >=15% (parece liquen sano),sospechosamente saludable,0.8
lc_0133.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0136.jpg,contaminado,lc,liquenes_contaminados,verde centro >=15% (parece liquen sano),sospechosamente saludable,0.8
lc_0140.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
lc_0141.jpg,contaminado,lc,liquenes_contaminados,senial de color muy debil,dudoso,0.6
